Age,Gender,Education Level,Job Title,Years of Experience,Salary,City,Seniority Level,Industry,Remote Status
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Pune,Senior,IT,Hybrid
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Pune,Junior,IT,Remote
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Onsite
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,Hyderabad,Senior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Bangalore,Mid,IT,Remote
58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Bangalore,Mid,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Onsite
30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,Pune,Junior,IT,Hybrid
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Delhi,Junior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Hyderabad,Mid,IT,Hybrid
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Hyderabad,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Pune,Mid,IT,Onsite
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Mumbai,Senior,IT,Remote
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Remote
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Mumbai,Senior,IT,Remote
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Delhi,Senior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Hyderabad,Senior,IT,Onsite
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Bangalore,Senior,IT,Remote
24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,Bangalore,Junior,IT,Hybrid
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Delhi,Junior,IT,Remote
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Mumbai,Senior,IT,Onsite
24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Hyderabad,Junior,IT,Hybrid
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Bangalore,Junior,IT,Onsite
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hyderabad,Senior,IT,Remote
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Pune,Junior,IT,Hybrid
43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Delhi,Mid,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Pune,Junior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Pune,Mid,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Bangalore,Senior,IT,Remote
30.0,Female,Master's Degree,Back end Developer,6.0,130000.0,Mumbai,Junior,IT,Onsite
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Mumbai,Junior,IT,Onsite
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Hyderabad,Mid,IT,Hybrid
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,Hyderabad,Senior,IT,Hybrid
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Pune,Senior,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,12.0,165000.0,Bangalore,Senior,IT,Remote
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Bangalore,Senior,IT,Onsite
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Mumbai,Mid,IT,Remote
37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Pune,Senior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Mumbai,Mid,IT,Onsite
58.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Remote
33.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Pune,Junior,IT,Hybrid
29.0,Female,Bachelor's Degree,Front end Developer,3.0,85000.0,Pune,Junior,IT,Hybrid
52.0,Male,PhD,Software Engineer Manager,18.0,200000.0,Delhi,Mid,IT,Hybrid
36.0,Male,Master's Degree,Full Stack Engineer,8.0,140000.0,Mumbai,Junior,IT,Onsite
26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0,Pune,Junior,IT,Onsite
47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Pune,Senior,IT,Hybrid
32.0,Male,Master's Degree,Full Stack Engineer,6.0,120000.0,Mumbai,Junior,IT,Remote
29.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Mumbai,Junior,IT,Hybrid
28.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Delhi,Junior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Bangalore,Mid,IT,Remote
57.0,Male,PhD,Software Engineer Manager,18.0,200000.0,Mumbai,Mid,IT,Remote
51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Hyderabad,Mid,IT,Onsite
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Pune,Junior,IT,Remote
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Bangalore,Mid,IT,Hybrid
27.0,Female,Master's Degree,Back end Developer,2.0,65000.0,Bangalore,Junior,IT,Remote
45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,Delhi,Senior,IT,Remote
23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Hyderabad,Junior,IT,Onsite
36.0,Male,Master's Degree,Full Stack Engineer,7.0,130000.0,Bangalore,Junior,IT,Hybrid
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Bangalore,Senior,IT,Onsite
33.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,Delhi,Junior,IT,Hybrid
38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Hyderabad,Junior,IT,Hybrid
51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Mumbai,Mid,IT,Remote
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Mumbai,Junior,IT,Remote
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Hyderabad,Senior,IT,Onsite
44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,Bangalore,Senior,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Pune,Junior,IT,Hybrid
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Hyderabad,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Mumbai,Mid,IT,Onsite
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Bangalore,Mid,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Delhi,Junior,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Pune,Senior,IT,Onsite
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Delhi,Junior,IT,Remote
25.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Mumbai,Junior,IT,Onsite
50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Delhi,Mid,IT,Hybrid
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Pune,Mid,IT,Remote
33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,Bangalore,Junior,IT,Remote
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Delhi,Senior,IT,Hybrid
41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,Mumbai,Senior,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Bangalore,Senior,IT,Onsite
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Bangalore,Junior,IT,Onsite
24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,Mumbai,Junior,IT,Remote
44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,Bangalore,Senior,IT,Remote
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Hyderabad,Senior,IT,Onsite
28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,Delhi,Junior,IT,Hybrid
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Mumbai,Junior,IT,Remote
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,Hyderabad,Senior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Pune,Mid,IT,Onsite
58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Hyderabad,Mid,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Hybrid
30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,Delhi,Junior,IT,Remote
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Hyderabad,Junior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Hyderabad,Mid,IT,Remote
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Pune,Senior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Pune,Mid,IT,Hybrid
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Bangalore,Senior,IT,Onsite
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Hybrid
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Hyderabad,Senior,IT,Onsite
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Delhi,Senior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Bangalore,Senior,IT,Remote
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Hyderabad,Senior,IT,Hybrid
24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,Mumbai,Junior,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Remote
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Delhi,Senior,IT,Onsite
24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Delhi,Junior,IT,Onsite
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Delhi,Junior,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Bangalore,Senior,IT,Remote
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Bangalore,Junior,IT,Remote
43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Hyderabad,Mid,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Pune,Junior,IT,Remote
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Pune,Mid,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Pune,Senior,IT,Hybrid
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Pune,Senior,IT,Hybrid
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,Bangalore,Senior,IT,Hybrid
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Hyderabad,Senior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Mumbai,Mid,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Onsite
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Bangalore,Junior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Pune,Senior,IT,Remote
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hyderabad,Senior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Bangalore,Mid,IT,Onsite
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Mumbai,Junior,IT,Onsite
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Pune,Senior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Bangalore,Mid,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Pune,Mid,IT,Remote
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Pune,Senior,IT,Onsite
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Pune,Junior,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Bangalore,Senior,IT,Hybrid
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Bangalore,Junior,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Mumbai,Senior,IT,Onsite
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Mumbai,Senior,IT,Onsite
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Mumbai,Senior,IT,Hybrid
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Hybrid
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Remote
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Bangalore,Senior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Bangalore,Mid,IT,Hybrid
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Bangalore,Junior,IT,Hybrid
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Delhi,Senior,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Mumbai,Junior,IT,Remote
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Pune,Senior,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Mumbai,Senior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Bangalore,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Mumbai,Mid,IT,Onsite
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Delhi,Senior,IT,Hybrid
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Bangalore,Junior,IT,Remote
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Bangalore,Junior,IT,Remote
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Delhi,Mid,IT,Remote
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Pune,Senior,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Delhi,Junior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Mumbai,Mid,IT,Onsite
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Delhi,Senior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Bangalore,Senior,IT,Onsite
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Bangalore,Senior,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Mumbai,Junior,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Bangalore,Senior,IT,Remote
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Hyderabad,Senior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Onsite
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Pune,Senior,IT,Remote
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Mumbai,Junior,IT,Hybrid
34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0,Hyderabad,Junior,IT,Onsite
43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,Hyderabad,Senior,IT,Hybrid
27.0,Male,Bachelor's Degree,Back end Developer,2.0,75000.0,Delhi,Junior,IT,Remote
56.0,Female,PhD,Software Engineer Manager,18.0,210000.0,Hyderabad,Mid,IT,Hybrid
32.0,Male,Master's Degree,Full Stack Engineer,7.0,135000.0,Mumbai,Junior,IT,Onsite
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,Hyderabad,Senior,IT,Onsite
23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Delhi,Junior,IT,Hybrid
46.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Mumbai,Senior,IT,Remote
41.0,Female,PhD,Senior Project Engineer,11.0,165000.0,Delhi,Senior,IT,Remote
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Delhi,Junior,IT,Onsite
34.0,Male,Bachelor's Degree,Back end Developer,6.0,120000.0,Delhi,Junior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Delhi,Mid,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Delhi,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Hyderabad,Mid,IT,Hybrid
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Delhi,Senior,IT,Hybrid
33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,Bangalore,Junior,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Bangalore,Junior,IT,Remote
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Bangalore,Senior,IT,Onsite
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Hyderabad,Senior,IT,Remote
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Pune,Senior,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Bangalore,Junior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Remote
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Pune,Senior,IT,Hybrid
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Mumbai,Junior,IT,Remote
38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Delhi,Junior,IT,Onsite
51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Delhi,Mid,IT,Onsite
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Remote
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Delhi,Senior,IT,Hybrid
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Bangalore,Junior,IT,Remote
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Hyderabad,Mid,IT,Onsite
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hyderabad,Senior,IT,Hybrid
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Hyderabad,Senior,IT,Onsite
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Pune,Senior,IT,Onsite
24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Pune,Junior,IT,Hybrid
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Pune,Junior,IT,Onsite
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Bangalore,Senior,IT,Remote
24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Bangalore,Junior,IT,Remote
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Bangalore,Junior,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Mumbai,Senior,IT,Hybrid
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Hyderabad,Junior,IT,Hybrid
43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Bangalore,Mid,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Bangalore,Junior,IT,Onsite
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Mumbai,Mid,IT,Hybrid
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Bangalore,Senior,IT,Onsite
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Pune,Senior,IT,Onsite
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,Mumbai,Senior,IT,Remote
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Hyderabad,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Bangalore,Mid,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Delhi,Junior,IT,Onsite
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hyderabad,Junior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Delhi,Senior,IT,Hybrid
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Delhi,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Remote
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Bangalore,Junior,IT,Onsite
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Delhi,Senior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Mumbai,Mid,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Delhi,Junior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Remote
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Hyderabad,Senior,IT,Remote
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Bangalore,Junior,IT,Remote
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hyderabad,Senior,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Mumbai,Junior,IT,Onsite
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hyderabad,Senior,IT,Hybrid
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Delhi,Senior,IT,Remote
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Hyderabad,Senior,IT,Onsite
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Bangalore,Mid,IT,Onsite
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Delhi,Junior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Hybrid
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Bangalore,Senior,IT,Remote
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Pune,Mid,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Delhi,Mid,IT,Hybrid
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Remote
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Bangalore,Senior,IT,Remote
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Hyderabad,Senior,IT,Remote
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Bangalore,Senior,IT,Remote
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Mumbai,Junior,IT,Hybrid
31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Delhi,Junior,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Mumbai,Mid,IT,Hybrid
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Pune,Senior,IT,Hybrid
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Bangalore,Junior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Bangalore,Mid,IT,Hybrid
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Bangalore,Senior,IT,Onsite
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Pune,Senior,IT,Onsite
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Pune,Senior,IT,Hybrid
24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Hyderabad,Junior,IT,Hybrid
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Onsite
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Bangalore,Senior,IT,Onsite
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Hyderabad,Junior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Bangalore,Mid,IT,Hybrid
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hyderabad,Senior,IT,Onsite
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Mumbai,Senior,IT,Hybrid
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,Hyderabad,Senior,IT,Onsite
36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Bangalore,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Bangalore,Mid,IT,Hybrid
27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Bangalore,Junior,IT,Hybrid
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Pune,Junior,IT,Onsite
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Bangalore,Senior,IT,Onsite
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Delhi,Senior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Hybrid
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Delhi,Junior,IT,Remote
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Delhi,Senior,IT,Remote
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Pune,Mid,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Delhi,Junior,IT,Hybrid
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Pune,Mid,IT,Hybrid
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Mumbai,Senior,IT,Hybrid
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Mumbai,Junior,IT,Hybrid
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Pune,Senior,IT,Onsite
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Delhi,Junior,IT,Remote
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Mumbai,Senior,IT,Remote
44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Bangalore,Senior,IT,Remote
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Pune,Senior,IT,Hybrid
56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Pune,Mid,IT,Remote
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Bangalore,Junior,IT,Onsite
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hyderabad,Mid,IT,Onsite
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Mumbai,Senior,IT,Hybrid
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Delhi,Mid,IT,Remote
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Bangalore,Mid,IT,Onsite
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hyderabad,Junior,IT,Hybrid
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Bangalore,Senior,IT,Hybrid
